ts_code,symbol,name,area,industry,market,list_date,total_mv,circ_mv
002312.SZ,002312,川发龙蟒,四川,化工原料,主板,20091203,2539271.1039,2356352.5642
002313.SZ,002313,日海智能,深圳,通信设备,主板,20091203,423820.8,423816.4701
002314.SZ,002314,南山控股,深圳,区域地产,主板,20091203,614666.6305,303793.3144
002315.SZ,002315,焦点科技,江苏,互联网,主板,20091209,1517656.3973,966526.4269
002316.SZ,002316,ST亚联,吉林,软件服务,主板,20091209,137198.88,109937.6175
002317.SZ,002317,众生药业,广东,中成药,主板,20091211,934157.4553,835494.2944
002318.SZ,002318,久立特材,浙江,特种钢,主板,20091211,2223063.388,2172083.3726
002319.SZ,002319,乐通股份,广东,染料涂料,主板,20091211,229162.9259,218800.0
002320.SZ,002320,海峡股份,海南,水运,主板,20091216,1444348.7052,1444348.7052
002321.SZ,002321,华英农业,河南,农业综合,主板,20091216,535355.4078,533177.2331
002322.SZ,002322,理工能科,浙江,软件服务,主板,20091218,541423.3012,521248.1016
002323.SZ,002323,雅博股份,山东,建筑工程,主板,20091218,369028.7947,368950.6212
002324.SZ,002324,普利特,上海,塑料,主板,20091218,1151408.9298,802669.3447
002326.SZ,002326,永太科技,浙江,化工原料,主板,20091222,1116033.3588,969591.7528
002327.SZ,002327,富安娜,深圳,纺织,主板,20091230,683579.2443,397552.2428
002328.SZ,002328,新朋股份,上海,汽车配件,主板,20091230,503965.81,372890.0316
002329.SZ,002329,皇氏集团,广西,乳制品,主板,20100106,282441.0339,214195.0317
002330.SZ,002330,得利斯,山东,食品,主板,20100106,271305.2488,271221.3113
002331.SZ,002331,皖通科技,安徽,软件服务,主板,20100106,346247.581,334098.5909
002332.SZ,002332,仙琚制药,浙江,化学制药,主板,20100112,943701.4422,938920.6477
002333.SZ,002333,罗普斯金,江苏,其他建材,主板,20100112,373908.3392,361519.9574
002334.SZ,002334,英威腾,深圳,电气设备,主板,20100113,769461.4421,683445.2646
002335.SZ,002335,科华数据,福建,电气设备,主板,20100113,2336941.3852,2029406.2695
002336.SZ,002336,*ST人乐,深圳,超市连锁,主板,20100113,224400.0,224400.0
002337.SZ,002337,赛象科技,天津,化工机械,主板,20100115,331979.283,331630.044
002338.SZ,002338,奥普光电,吉林,电器仪表,主板,20100115,948480.0,948456.288
002339.SZ,002339,积成电子,山东,电气设备,主板,20100122,390671.5124,371065.0431
002340.SZ,002340,格林美,深圳,小金属,主板,20100122,3496130.8419,3467957.2889
002342.SZ,002342,巨力索具,河北,机械基件,主板,20100126,309120.0,307410.18
002343.SZ,002343,慈文传媒,江西,影视音像,主板,20100126,350037.9186,350037.9186
002344.SZ,002344,海宁皮城,浙江,商品城,主板,20100126,550242.6758,549742.0895
002345.SZ,002345,潮宏基,广东,服饰,主板,20100128,672604.1192,656379.0793
002346.SZ,002346,柘中股份,上海,电气设备,主板,20100128,506487.0022,451229.7472
002347.SZ,002347,泰尔股份,安徽,机械基件,主板,20100128,416884.08,407534.2762
002348.SZ,002348,高乐股份,广东,文教休闲,主板,20100203,365619.2,343145.0637
002349.SZ,002349,精华制药,江苏,中成药,主板,20100203,585396.0729,585396.0729
002350.SZ,002350,北京科锐,北京,电气设备,主板,20100203,366073.6619,357135.8236
002351.SZ,002351,漫步者,深圳,IT设备,主板,20100205,1374559.422,805509.3653
002352.SZ,002352,顺丰控股,深圳,仓储物流,主板,20100205,21015340.8465,20183256.0582
002353.SZ,002353,杰瑞股份,山东,化工机械,主板,20100205,3499539.2372,2370162.0776
002354.SZ,002354,天娱数科,辽宁,互联网,主板,20100209,1219429.7493,1192739.4137
002355.SZ,002355,兴民智通,山东,汽车配件,主板,20100209,454257.5328,452497.9878
002356.SZ,002356,赫美集团,深圳,其他商业,主板,20100209,392065.1018,392065.1018
002357.SZ,002357,富临运业,四川,公共交通,主板,20100210,301889.9417,301879.1079
002358.SZ,002358,森源电气,河南,电气设备,主板,20100210,574589.8118,574581.2988
002360.SZ,002360,同德化工,山西,化工原料,主板,20100303,208119.0605,170040.3728
002361.SZ,002361,神剑股份,安徽,化工原料,主板,20100303,584886.5059,493182.6352
002362.SZ,002362,汉王科技,北京,软件服务,主板,20100303,629959.6227,534969.5628
002363.SZ,002363,隆基机械,山东,汽车配件,主板,20100305,322563.4484,320965.3049
002364.SZ,002364,中恒电气,浙江,电气设备,主板,20100305,974967.3808,965520.6726
002365.SZ,002365,永安药业,湖北,化学制药,主板,20100305,241344.9675,199838.9189
002366.SZ,002366,融发核电,四川,专用机械,主板,20100312,1023821.3189,618180.4799
002367.SZ,002367,康力电梯,江苏,运输设备,主板,20100312,579918.7718,382021.4599
002368.SZ,002368,太极股份,北京,软件服务,主板,20100312,1728220.3561,1719860.3101
002369.SZ,002369,卓翼科技,深圳,通信设备,主板,20100316,796573.5734,794739.1
002370.SZ,002370,亚太药业,浙江,化学制药,主板,20100316,240433.4414,240433.4414
002371.SZ,002371,北方华创,北京,半导体,主板,20100316,24823247.8455,24801799.7205
002372.SZ,002372,伟星新材,浙江,其他建材,主板,20100318,1947062.4593,1798859.4673
002373.SZ,002373,千方科技,北京,软件服务,主板,20100318,1698702.3311,1480913.6855
002374.SZ,002374,中锐股份,山东,广告包装,主板,20100318,289750.8786,289750.8786
002375.SZ,002375,亚厦股份,浙江,装修装饰,主板,20100323,517238.6482,512142.3674
002376.SZ,002376,新北洋,山东,IT设备,主板,20100323,578741.6543,562249.6923
002377.SZ,002377,国创高新,湖北,其他建材,主板,20100323,249240.4547,246625.7502
002378.SZ,002378,章源钨业,江西,小金属,主板,20100331,840992.3662,836562.7088
002379.SZ,002379,宏创控股,山东,铝,主板,20100331,1357966.6348,1357966.6348
002380.SZ,002380,科远智慧,江苏,软件服务,主板,20100331,688056.0577,407698.8393
002381.SZ,002381,双箭股份,浙江,橡胶,主板,20100402,292219.9228,228638.4146
002382.SZ,002382,蓝帆医疗,山东,医疗保健,主板,20100402,527735.3749,523841.0724
002383.SZ,002383,合众思壮,北京,通信设备,主板,20100402,668545.3554,556514.6424
002384.SZ,002384,东山精密,江苏,元器件,主板,20100409,5087034.6832,4134011.378
002385.SZ,002385,大北农,北京,饲料,主板,20100409,1750131.976,1434299.7
002386.SZ,002386,天原股份,四川,化工原料,主板,20100409,566216.4768,566118.5121
002387.SZ,002387,维信诺,江苏,元器件,主板,20100413,1698327.7145,1696139.2793
002388.SZ,002388,ST新亚,浙江,元器件,主板,20100413,179254.8576,175583.7321
002389.SZ,002389,航天彩虹,浙江,航空,主板,20100413,2126324.7195,2120361.6523
002390.SZ,002390,信邦制药,贵州,医药商业,主板,20100416,761989.9323,725846.2775
002391.SZ,002391,长青股份,江苏,农药化肥,主板,20100416,326095.4601,232988.6471
002392.SZ,002392,北京利尔,北京,其他建材,主板,20100423,611912.2912,429366.1262
002393.SZ,002393,力生制药,天津,化学制药,主板,20100423,435069.5196,422297.612
002394.SZ,002394,联发股份,江苏,纺织,主板,20100423,249249.0,248929.9166
002395.SZ,002395,双象股份,江苏,塑料,主板,20100429,448981.866,448981.866
002396.SZ,002396,星网锐捷,福建,通信设备,主板,20100623,1293763.5008,1282050.051
002397.SZ,002397,梦洁股份,湖南,纺织,主板,20100429,278922.4782,219268.8702
002398.SZ,002398,垒知集团,福建,其他建材,主板,20100506,395776.8195,328499.5717
002399.SZ,002399,海普瑞,深圳,化学制药,主板,20100506,1650708.2295,1403101.917
002400.SZ,002400,省广集团,广东,广告包装,主板,20100506,1539366.684,1524203.3577
002401.SZ,002401,中远海科,上海,软件服务,主板,20100506,657109.8019,656571.4459
002402.SZ,002402,和而泰,深圳,元器件,主板,20100511,1979911.4899,1714955.8707
002403.SZ,002403,爱仕达,浙江,家用电器,主板,20100511,599183.2605,522706.9976
002404.SZ,002404,嘉欣丝绸,浙江,纺织,主板,20100511,348352.0585,283500.5067
002405.SZ,002405,四维图新,北京,软件服务,主板,20100518,2310150.0638,2294279.1147
002406.SZ,002406,远东传动,河南,汽车配件,主板,20100518,520650.4835,429377.181
002407.SZ,002407,多氟多,河南,化工原料,主板,20100518,1452327.7342,1318272.0077
002408.SZ,002408,齐翔腾达,山东,化工原料,主板,20100518,1356035.4399,1297707.5765
002409.SZ,002409,雅克科技,江苏,半导体,主板,20100525,3051648.2713,2042367.8538
002410.SZ,002410,广联达,北京,软件服务,主板,20100525,2486176.2347,2390495.5768
002412.SZ,002412,汉森制药,湖南,中成药,主板,20100525,306448.8,303187.605
002413.SZ,002413,雷科防务,北京,通信设备,主板,20100528,658494.814,625264.0315
002414.SZ,002414,高德红外,湖北,电器仪表,主板,20100716,3591689.0668,2858233.0545
002415.SZ,002415,海康威视,浙江,IT设备,主板,20100528,30986613.5821,30558627.8958
002416.SZ,002416,爱施德,深圳,电器连锁,主板,20100528,1721362.4285,1700003.0783
002418.SZ,002418,康盛股份,浙江,家用电器,主板,20100601,427286.4,427286.4
002419.SZ,002419,天虹股份,深圳,百货,主板,20100601,585592.7228,585511.1164
002420.SZ,002420,毅昌科技,广东,家用电器,主板,20100601,242442.12,234109.1322
002421.SZ,002421,达实智能,深圳,软件服务,主板,20100603,871559.0536,823349.1096
002422.SZ,002422,科伦药业,四川,化学制药,主板,20100603,4963040.3589,4055876.9315
002423.SZ,002423,中粮资本,河南,多元金融,主板,20100603,3006857.7754,3006857.7754
002424.SZ,002424,ST百灵,贵州,中成药,主板,20100603,539472.9824,468300.8016
002425.SZ,002425,ST凯文,广东,互联网,主板,20100608,213336.3097,213201.5803
002426.SZ,002426,胜利精密,江苏,元器件,主板,20100608,1241958.4593,1241948.9602
002427.SZ,002427,尤夫股份,浙江,化纤,主板,20100608,371508.1569,371505.8606
002428.SZ,002428,云南锗业,云南,小金属,主板,20100608,1456457.6,1456269.4438
002429.SZ,002429,兆驰股份,深圳,家用电器,主板,20100610,2489817.3339,2488383.1599
002430.SZ,002430,杭氧股份,浙江,化工机械,主板,20100610,2065324.0638,2036055.8282
002431.SZ,002431,棕榈股份,河南,建筑工程,主板,20100610,364376.0693,364376.0693
002432.SZ,002432,九安医疗,天津,医疗保健,主板,20100610,1993252.3491,1861730.1235
002434.SZ,002434,万里扬,浙江,汽车配件,主板,20100618,1029078.4,1028091.3832
002436.SZ,002436,兴森科技,深圳,元器件,主板,20100618,2262373.1668,2008304.5221
002437.SZ,002437,誉衡药业,黑龙江,化学制药,主板,20100623,551699.4879,530197.8073
002438.SZ,002438,江苏神通,江苏,机械基件,主板,20100623,600924.3538,555154.7097
002439.SZ,002439,启明星辰,北京,软件服务,主板,20100623,2362418.2201,1404170.8091
002440.SZ,002440,闰土股份,浙江,染料涂料,主板,20100706,772187.9347,650148.927
002441.SZ,002441,众业达,广东,电气设备,主板,20100706,499891.0331,366355.1912
002442.SZ,002442,龙星科技,河北,化工原料,主板,20100706,311038.4885,302095.9203
002443.SZ,002443,金洲管道,浙江,钢加工,主板,20100706,314923.9896,314253.0761
002444.SZ,002444,巨星科技,浙江,轻工机械,主板,20100713,3450847.4678,3302056.2831
002445.SZ,002445,中南文化,江苏,钢加工,主板,20100713,578783.7361,576308.9091
002446.SZ,002446,盛路通信,广东,通信设备,主板,20100713,626995.3809,580663.0578
002448.SZ,002448,中原内配,河南,汽车配件,主板,20100716,476023.4036,393883.2163
002449.SZ,002449,国星光电,广东,半导体,主板,20100716,640742.3471,638687.669
002451.SZ,002451,摩恩电气,上海,电气设备,主板,20100720,284162.4,284129.403
002452.SZ,002452,长高电新,湖南,电气设备,主板,20100720,481377.698,400342.117
002453.SZ,002453,华软科技,北京,化工原料,主板,20100720,464673.9961,349422.3733
002454.SZ,002454,松芝股份,上海,汽车配件,主板,20100720,443150.028,442020.3557
002455.SZ,002455,百川股份,江苏,化工原料,主板,20100803,472432.178,403545.4463
002456.SZ,002456,欧菲光,深圳,元器件,主板,20100803,4728913.8061,4644755.9227
002457.SZ,002457,青龙管业,宁夏,塑料,主板,20100803,386177.7144,385986.4695
002458.SZ,002458,益生股份,山东,农业综合,主板,20100810,954834.3456,646273.33
002459.SZ,002459,晶澳科技,河北,电气设备,主板,20100810,4051046.7704,4046520.6106
002460.SZ,002460,赣锋锂业,江西,小金属,主板,20100810,7445366.2723,4461392.149
002461.SZ,002461,珠江啤酒,广东,啤酒,主板,20100818,2169061.9104,2169061.9104
002462.SZ,002462,嘉事堂,北京,医药商业,主板,20100818,363758.7786,363463.6125
002463.SZ,002463,沪电股份,江苏,元器件,主板,20100818,6398902.6067,6394849.4802
002465.SZ,002465,海格通信,广东,通信设备,主板,20100831,2958346.066,2898623.9015
002466.SZ,002466,天齐锂业,四川,小金属,主板,20100831,5434084.6613,4887986.257
002467.SZ,002467,二六三,北京,互联网,主板,20100908,870610.3956,863017.4467
002468.SZ,002468,申通快递,浙江,仓储物流,主板,20100908,1783384.5234,1738233.1904
002469.SZ,002469,三维化学,山东,化工原料,主板,20100908,508708.3019,493057.8438
002470.SZ,002470,金正大,山东,农药化肥,主板,20100908,617773.2155,617720.8904
002471.SZ,002471,中超控股,江苏,电气设备,主板,20100910,364154.0,347129.139
002472.SZ,002472,双环传动,浙江,汽车配件,主板,20100910,3226311.978,2864616.7123
002474.SZ,002474,榕基软件,福建,软件服务,主板,20100915,486560.4,415058.969
002475.SZ,002475,立讯精密,深圳,元器件,主板,20100915,30066497.4938,29991776.7718
002476.SZ,002476,宝莫股份,山东,化工原料,主板,20100915,261936.0,261915.0066
002478.SZ,002478,常宝股份,江苏,钢加工,主板,20100921,466897.3461,372747.5879
002479.SZ,002479,富春环保,浙江,新型电力,主板,20100921,422120.0,421179.5479
002480.SZ,002480,新筑股份,四川,运输设备,主板,20100921,392276.0217,391536.1525
002481.SZ,002481,双塔食品,山东,食品,主板,20100921,621783.036,563548.9104
002482.SZ,002482,广田集团,深圳,装修装饰,主板,20100929,723935.7361,722348.7816
002483.SZ,002483,润邦股份,江苏,专用机械,主板,20100929,572658.5948,571872.0162
002484.SZ,002484,江海股份,江苏,元器件,主板,20100929,1729115.1721,1668027.7385
002485.SZ,002485,ST雪发,山东,商贸代理,主板,20101015,147424.0,147424.0
002486.SZ,002486,嘉麟杰,上海,服饰,主板,20101015,190469.256,190469.256
002487.SZ,002487,大金重工,辽宁,电气设备,主板,20101015,1401135.3198,1386131.8244
002488.SZ,002488,金固股份,浙江,汽车配件,主板,20101021,1330902.0299,1220880.9537
002489.SZ,002489,浙江永强,浙江,家居用品,主板,20101021,737465.5464,650429.8355
002490.SZ,002490,ST墨龙,山东,化工机械,主板,20101021,295203.908,200398.4288
002491.SZ,002491,通鼎互联,江苏,通信设备,主板,20101021,617457.239,590587.3732
002492.SZ,002492,恒基达鑫,广东,仓储物流,主板,20101102,203310.0,199713.032
002493.SZ,002493,荣盛石化,浙江,化纤,主板,20101102,8880085.425,8329992.6563
002494.SZ,002494,华斯股份,河北,服饰,主板,20101102,162243.6087,123311.2883
002495.SZ,002495,佳隆股份,广东,食品,主板,20101102,215193.888,164205.0277
002496.SZ,002496,辉丰股份,江苏,农药化肥,主板,20101109,221615.6825,173663.8242
002497.SZ,002497,雅化集团,四川,小金属,主板,20101109,1493721.0259,1365367.0249
002498.SZ,002498,汉缆股份,山东,电气设备,主板,20101109,1147744.62,1147744.62
002500.SZ,002500,山西证券,山西,证券,主板,20101115,2164632.2428,2164632.2428
002501.SZ,002501,利源股份,吉林,铝,主板,20101117,720650.0,720649.7982
002506.SZ,002506,协鑫集成,上海,电气设备,主板,20101118,1450878.4739,1449420.4757
002507.SZ,002507,涪陵榨菜,重庆,食品,主板,20101123,1561252.4449,1554481.3388
002508.SZ,002508,老板电器,浙江,家用电器,主板,20101123,2107297.0797,2081881.0078
002510.SZ,002510,天汽模,天津,汽车配件,主板,20101125,591825.8668,585825.7695
002511.SZ,002511,中顺洁柔,广东,造纸,主板,20101125,828528.4043,811083.5342
002512.SZ,002512,达华智能,福建,IT设备,主板,20101203,641225.8434,586086.3215
002513.SZ,002513,蓝丰生化,江苏,农药化肥,主板,20101203,168876.1251,118758.6653
002514.SZ,002514,宝馨科技,江苏,机械基件,主板,20101203,549386.1434,422728.1434
002515.SZ,002515,金字火腿,浙江,食品,主板,20101203,624676.9086,599061.9096
002516.SZ,002516,旷达科技,江苏,汽车配件,主板,20101207,769248.6307,760569.4457
002517.SZ,002517,恺英网络,福建,互联网,主板,20101207,3666136.5895,3244670.6687
002518.SZ,002518,科士达,深圳,电气设备,主板,20101207,1618003.5362,1570685.003
002519.SZ,002519,银河电子,江苏,通信设备,主板,20101207,575606.1889,571239.5038
002520.SZ,002520,日发精机,浙江,机床制造,主板,20101210,585191.2334,559603.3334
002521.SZ,002521,齐峰新材,山东,造纸,主板,20101210,504054.945,362546.8038
002522.SZ,002522,浙江众成,浙江,塑料,主板,20101210,466476.3843,447504.9585
002523.SZ,002523,天桥起重,湖南,专用机械,主板,20101210,543990.0672,542032.8511
002524.SZ,002524,光正眼科,新疆,医疗保健,主板,20101217,216200.7699,211960.8598
002526.SZ,002526,山东矿机,山东,工程机械,主板,20101217,816519.5769,804941.5805
002527.SZ,002527,新时达,上海,电器仪表,主板,20101224,1046973.7785,835576.06
002528.SZ,002528,ST英飞拓,深圳,IT设备,主板,20101224,302066.1207,264655.3334
002529.SZ,002529,海源复材,江西,专用机械,主板,20101224,189800.0,189800.0
002530.SZ,002530,金财互联,江苏,专用机械,主板,20101231,927245.8283,827196.7675
002531.SZ,002531,天顺风能,江苏,电气设备,主板,20101231,1342268.3575,1334788.9946
002532.SZ,002532,天山铝业,浙江,铝,主板,20101231,4475113.7692,3973065.2448
002533.SZ,002533,金杯电工,湖南,电气设备,主板,20101231,802197.5808,696707.4465
002534.SZ,002534,西子洁能,浙江,专用机械,主板,20110110,971315.9928,960294.0886
002535.SZ,002535,林州重机,河南,工程机械,主板,20110111,349533.8203,325403.5795
002536.SZ,002536,飞龙股份,河南,汽车配件,主板,20110111,966215.0777,901908.5925
002537.SZ,002537,海联金汇,山东,汽车配件,主板,20110110,702062.0135,702062.0135
002538.SZ,002538,司尔特,安徽,农药化肥,主板,20110118,512987.0136,512987.0136
002539.SZ,002539,云图控股,四川,农药化肥,主板,20110118,952894.0482,696797.5073
002540.SZ,002540,亚太科技,江苏,铝,主板,20110118,775662.5264,538651.2669
002541.SZ,002541,鸿路钢构,安徽,钢加工,主板,20110118,1386235.7514,996813.1582
002542.SZ,002542,中化岩土,北京,建筑工程,主板,20110128,731477.2789,648506.1078
002543.SZ,002543,万和电气,广东,家用电器,主板,20110128,847704.0,754236.5434
002544.SZ,002544,普天科技,广东,通信设备,主板,20110128,1517590.5747,1514440.9361
002545.SZ,002545,东方铁塔,山东,农药化肥,主板,20110211,945487.1831,858924.4181
002546.SZ,002546,新联电子,江苏,电气设备,主板,20110211,420360.7444,403820.9764
002547.SZ,002547,春兴精工,江苏,汽车配件,主板,20110218,562900.5268,551298.7758
002548.SZ,002548,金新农,深圳,饲料,主板,20110218,302715.2154,302481.281
002549.SZ,002549,凯美特气,湖南,环境保护,主板,20110218,449194.744,447264.2538
002550.SZ,002550,千红制药,江苏,生物制药,主板,20110218,714128.4,507907.6352
002551.SZ,002551,尚荣医疗,深圳,医疗保健,主板,20110225,284086.1782,205301.749
002552.SZ,002552,宝鼎科技,浙江,元器件,主板,20110225,617307.0209,483873.2658
002553.SZ,002553,南方精工,江苏,汽车配件,主板,20110225,570720.0,411312.0
002554.SZ,002554,惠博普,湖南,石油开采,主板,20110225,318759.0972,318699.5451
002555.SZ,002555,三七互娱,安徽,互联网,主板,20110302,3504184.4867,2532764.1921
002556.SZ,002556,辉隆股份,安徽,农药化肥,主板,20110302,507333.6909,499472.8977
002557.SZ,002557,洽洽食品,安徽,食品,主板,20110302,1310164.6883,1307363.0205
002558.SZ,002558,巨人网络,重庆,互联网,主板,20110302,3120752.7355,3120752.7355
002559.SZ,002559,亚威股份,江苏,机床制造,主板,20110303,576703.5102,525036.402
002560.SZ,002560,通达股份,河南,电气设备,主板,20110303,346461.7176,298475.7311
002561.SZ,002561,徐家汇,上海,百货,主板,20110303,339678.371,338597.1262
002562.SZ,002562,兄弟科技,浙江,化学制药,主板,20110310,449945.3288,296746.6752
002563.SZ,002563,森马服饰,浙江,服饰,主板,20110311,1705359.0713,1397944.0012
002564.SZ,002564,*ST天沃,江苏,化工机械,主板,20110310,337549.4595,337357.3862
002565.SZ,002565,顺灏股份,上海,造纸,主板,20110318,324356.6101,324346.2826
002566.SZ,002566,益盛药业,吉林,中成药,主板,20110318,226370.8944,158544.6801
002567.SZ,002567,唐人神,湖南,饲料,主板,20110325,696462.977,695715.9853
002568.SZ,002568,百润股份,上海,红黄酒,主板,20110325,2717865.5935,1855455.9586
002569.SZ,002569,ST步森,浙江,服饰,主板,20110412,127736.87,124073.4935
002570.SZ,002570,贝因美,浙江,乳制品,主板,20110412,494659.8465,494637.8625
002571.SZ,002571,德力股份,安徽,家居用品,主板,20110412,196367.3007,149451.4002
002572.SZ,002572,索菲亚,广东,家居用品,主板,20110412,1641032.3675,1110094.0085
002573.SZ,002573,清新环境,北京,环境保护,主板,20110422,546965.2143,542589.9567
002574.SZ,002574,明牌珠宝,浙江,服饰,主板,20110422,255552.0,255552.0
002575.SZ,002575,群兴玩具,广东,文教休闲,主板,20110422,739128.0,665043.275
002576.SZ,002576,通达动力,江苏,电气设备,主板,20110428,268452.6,263456.8304
002577.SZ,002577,雷柏科技,深圳,IT设备,主板,20110428,746237.44,746197.87
002578.SZ,002578,闽发铝业,福建,铝,主板,20110428,315379.7415,289350.6205
002579.SZ,002579,中京电子,广东,元器件,主板,20110506,564221.749,535914.4677
002580.SZ,002580,圣阳股份,山东,电气设备,主板,20110506,635416.5902,633274.32
002581.SZ,002581,未名医药,山东,生物制药,主板,20110520,659075.8504,400390.3698
002582.SZ,002582,好想你,河南,食品,主板,20110520,461304.5564,351002.0144
002583.SZ,002583,海能达,深圳,通信设备,主板,20110527,2400372.9829,1692987.1847
002584.SZ,002584,西陇科学,广东,化工原料,主板,20110602,449446.2121,332153.2961
002585.SZ,002585,双星新材,江苏,塑料,主板,20110602,585188.6431,455360.0453
002586.SZ,002586,*ST围海,浙江,建筑工程,主板,20110602,246008.0985,192846.0343
002587.SZ,002587,奥拓电子,深圳,元器件,主板,20110610,416988.2598,329742.7098
002588.SZ,002588,史丹利,山东,农药化肥,主板,20110610,830514.1176,735101.9309
002589.SZ,002589,瑞康医药,山东,医药商业,主板,20110610,442384.8785,401483.9151
002590.SZ,002590,万安科技,浙江,汽车配件,主板,20110610,733940.2025,644152.8455
002591.SZ,002591,恒大高新,江西,环境保护,主板,20110621,162107.7214,120700.7795
002592.SZ,002592,ST八菱,广西,汽车配件,主板,20111111,154698.8117,143443.138
002593.SZ,002593,日上集团,福建,钢加工,主板,20110628,465433.7988,330301.4259
002594.SZ,002594,比亚迪,深圳,汽车整车,主板,20110630,103686235.0722,41429985.8702
002595.SZ,002595,豪迈科技,山东,专用机械,主板,20110628,4248800.0,4220996.915
002596.SZ,002596,海南瑞泽,海南,水泥,主板,20110707,414276.567,369163.3897
002597.SZ,002597,金禾实业,安徽,食品,主板,20110707,1377629.7635,1370352.9693
002598.SZ,002598,山东章鼓,山东,机械基件,主板,20110707,338557.2708,306057.0734
002599.SZ,002599,盛通股份,北京,广告包装,主板,20110715,664457.1822,498001.2912
002600.SZ,002600,领益智造,广东,元器件,主板,20110715,7071251.4194,6955579.3294
002601.SZ,002601,龙佰集团,河南,化工原料,主板,20110715,4433732.8696,3694922.4039
002602.SZ,002602,ST华通,浙江,互联网,主板,20110728,5097548.9661,4705036.4587
002603.SZ,002603,以岭药业,河北,中成药,主板,20110728,2337316.821,1925456.9723
002605.SZ,002605,姚记科技,上海,互联网,主板,20110805,1158046.8945,930892.0695
002606.SZ,002606,大连电瓷,辽宁,电气设备,主板,20110805,395165.898,379027.8495
002607.SZ,002607,中公教育,安徽,文教休闲,主板,20110810,2146254.9874,1750003.0216
002608.SZ,002608,江苏国信,江苏,火力发电,主板,20110810,2731551.626,2731551.626
002609.SZ,002609,捷顺科技,深圳,软件服务,主板,20110815,595018.9336,423571.9549
002611.SZ,002611,东方精工,广东,轻工机械,主板,20110830,1497852.5982,1232703.1796
002612.SZ,002612,朗姿股份,北京,服饰,主板,20110830,654819.155,375237.834
002613.SZ,002613,北玻股份,河南,专用机械,主板,20110830,472143.9689,261227.4968
002614.SZ,002614,奥佳华,福建,家用电器,主板,20110909,443291.896,313560.8146
002615.SZ,002615,哈尔斯,浙江,家居用品,主板,20110909,385137.1466,252795.819
002616.SZ,002616,长青集团,广东,环境保护,主板,20110920,445179.828,282138.168
002617.SZ,002617,露笑科技,浙江,电气设备,主板,20110920,1551865.7637,1526403.1859
002620.SZ,002620,瑞和股份,深圳,装修装饰,主板,20110929,135897.84,113432.2852
002622.SZ,002622,皓宸医疗,吉林,医疗保健,主板,20111018,244440.0,244432.7978
002623.SZ,002623,亚玛顿,江苏,玻璃,主板,20111013,299589.0625,298947.3681
002624.SZ,002624,完美世界,浙江,互联网,主板,20111028,2285282.7799,2152624.5045
002625.SZ,002625,光启技术,深圳,航空,主板,20111103,8926457.5123,7362999.6114
002626.SZ,002626,金达威,福建,医疗保健,主板,20111028,861837.8314,861710.6614
002627.SZ,002627,三峡旅游,湖北,旅游景点,主板,20111103,357953.0807,354278.9873
002628.SZ,002628,成都路桥,四川,建筑工程,主板,20111103,343723.5884,342783.2577
002629.SZ,002629,仁智股份,浙江,石油开采,主板,20111103,209640.216,175127.613
002630.SZ,002630,华西能源,四川,专用机械,主板,20111111,546710.4,490635.8033
002631.SZ,002631,德尔未来,江苏,家居用品,主板,20111111,357980.0136,356313.986
002632.SZ,002632,道明光学,浙江,塑料,主板,20111122,602738.1219,560472.0106
002633.SZ,002633,申科股份,浙江,机械基件,主板,20111122,166950.0,166161.1613
002634.SZ,002634,棒杰股份,浙江,服饰,主板,20111205,161232.7321,156726.6028
002635.SZ,002635,安洁科技,江苏,元器件,主板,20111125,1075949.1317,644892.5755
002636.SZ,002636,金安国纪,上海,元器件,主板,20111125,689416.0,685940.9049
002637.SZ,002637,赞宇科技,浙江,日用化工,主板,20111125,439824.935,413946.1453
002638.SZ,002638,勤上股份,广东,家用电器,主板,20111125,297375.0302,278840.8526
002639.SZ,002639,雪人股份,福建,专用机械,主板,20111205,597221.4836,502899.736
002640.SZ,002640,跨境通,山西,互联网,主板,20111208,679306.0199,622127.5119
002641.SZ,002641,公元股份,浙江,塑料,主板,20111208,548175.8665,505761.6152
002642.SZ,002642,荣联科技,北京,软件服务,主板,20111220,582190.6754,581417.562
002643.SZ,002643,万润股份,山东,化工原料,主板,20111220,1085273.8288,1061182.9402
002644.SZ,002644,佛慈制药,甘肃,中成药,主板,20111222,391673.919,391673.919
002645.SZ,002645,华宏科技,江苏,专用机械,主板,20111220,441959.5905,386894.2503
002646.SZ,002646,天佑德酒,青海,白酒,主板,20111222,450672.7807,445375.6784
002647.SZ,002647,*ST仁东,广东,多元金融,主板,20111228,329242.7502,329242.7502
002648.SZ,002648,卫星化学,浙江,化工原料,主板,20111228,7370596.7697,7365863.6772
002649.SZ,002649,博彦科技,北京,软件服务,主板,20120106,885626.2769,830098.9318
002650.SZ,002650,ST加加,湖南,食品,主板,20120106,529920.092,529902.842
002651.SZ,002651,利君股份,四川,航空,主板,20120106,743057.74,406568.3579
002652.SZ,002652,扬子新材,江苏,其他建材,主板,20120119,151570.944,151408.9503
002653.SZ,002653,海思科,西藏,化学制药,主板,20120117,3799881.6722,1818061.2078
002654.SZ,002654,万润科技,深圳,互联网,主板,20120217,1270489.7236,1270399.5436
002655.SZ,002655,共达电声,山东,元器件,主板,20120217,466200.0,466058.6184
002656.SZ,002656,*ST摩登,广东,服饰,主板,20120228,,
