ts_code,symbol,name,area,industry,market,list_date,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
002817.SZ,002817,黄山胶囊,安徽,化学制药,主板,20161025,20250307,6.5,1.2217,2.0406,0.85,29.9728,38.6557,2.142,4.2011,4.2846,1.3077,1.7231,29909.817,29003.9295,17364.823,194413.8105,188525.5418
002820.SZ,002820,桂发祥,天津,食品,主板,20161118,20250307,11.83,5.7523,8.7301,0.43,38.933,69.9277,2.5581,4.7161,4.7491,1.6441,1.6441,20086.8295,20015.8006,13188.4692,237627.193,236786.9211
002821.SZ,002821,凯莱英,天津,生物制药,主板,20161118,20250307,79.87,0.6783,1.0757,0.58,12.6942,37.4508,1.7962,3.6805,5.1592,2.2268,2.2268,36059.54,32135.8818,20265.8475,2880075.4598,2566692.8794
002825.SZ,002825,纳尔股份,上海,化工原料,主板,20161129,20250307,8.7,2.7159,3.8571,0.56,29.6999,19.7812,1.9854,2.0005,1.6194,1.5939,1.5939,34202.8676,26050.7092,18342.7761,297564.9481,226641.17
002826.SZ,002826,易明医药,西藏,化学制药,主板,20161209,20250307,10.31,1.9602,2.8137,0.63,127.7672,59.0039,2.6823,2.9472,3.0641,0.2849,0.2849,19067.775,17271.3735,12032.2927,196588.7603,178067.8608
002828.SZ,002828,贝肯能源,新疆,石油开采,主板,20161208,20250307,8.88,4.3726,5.2615,0.6,41.3365,54.9792,2.9817,1.8193,1.951,0.9942,0.9942,20098.76,19228.1256,15979.6256,178476.9888,170745.7553
002830.SZ,002830,名雕股份,深圳,装修装饰,主板,20161213,20250307,13.22,1.7595,3.1669,0.64,45.0969,43.8089,2.7274,2.248,2.4727,1.7905,1.7905,13334.0,6685.25,3714.3812,176275.48,88379.005
002831.SZ,002831,裕同科技,深圳,广告包装,主板,20161216,20250307,25.89,0.8166,1.1606,0.66,16.7521,15.3771,2.2023,1.5826,1.4448,3.6068,3.6068,93051.3553,52099.3272,36659.1937,2409099.5887,1348851.5812
002836.SZ,002836,新宏泽,广东,广告包装,主板,20161229,20250307,8.18,1.3456,3.7106,0.84,96.799,34.2498,5.3063,10.6408,5.7018,1.1837,1.1837,23040.0,23040.0,8355.312,188467.2,188467.2
002837.SZ,002837,英维克,深圳,专用机械,主板,20161229,20250307,45.2,3.355,5.0182,0.8,97.733,69.1036,12.0098,9.5274,7.7669,0.3384,0.3384,74382.2694,64662.2002,43230.4691,3362078.5769,2922731.449
002841.SZ,002841,视源股份,广东,元器件,主板,20170119,20250307,42.38,1.3303,1.9131,0.97,21.5308,30.3549,2.3229,1.4622,1.3135,2.0061,2.0061,69601.6545,52135.3883,36253.1483,2949718.1177,2209497.7562
002842.SZ,002842,翔鹭钨业,广东,小金属,主板,20170119,20250307,7.59,6.4638,9.1008,1.21,,,2.8212,1.1756,1.2183,0.0,,27861.7235,21993.5822,15620.905,211470.4814,166931.2889
002848.SZ,002848,高斯贝尔,湖南,家用电器,主板,20170213,20250307,6.62,4.5954,6.2466,0.61,,,10.0624,3.7632,5.5115,0.0,,16715.0,16336.7006,12018.2988,110653.3,108148.958
002850.SZ,002850,科达利,深圳,电气设备,主板,20170302,20250307,133.43,2.0066,2.3494,0.88,30.1519,25.4573,3.2877,3.4446,3.1943,1.1186,1.1186,27136.1808,19357.4968,16533.4114,3620780.6041,2582870.798
002851.SZ,002851,麦格米特,深圳,电气设备,主板,20170306,20250307,57.82,10.7314,12.3745,1.81,50.1295,56.5558,6.0034,4.6708,4.0544,0.3456,0.3456,54561.7947,45647.8907,39586.7982,3154762.9696,2639361.0403
002852.SZ,002852,道道全,湖南,食品,主板,20170310,20250307,8.5,2.0378,2.8678,0.99,38.5882,1504.187,1.4592,0.4176,0.4914,1.8471,1.8471,34396.8305,28581.8746,20310.2587,292373.0593,242945.9341
002853.SZ,002853,皮阿诺,广东,家居用品,主板,20170310,20250307,15.85,7.1937,10.7227,1.15,34.3887,90.7491,2.2359,2.2468,2.7984,1.2373,1.2373,18654.2748,13233.1615,8877.9093,295670.2556,209745.6098
002856.SZ,002856,美芝股份,深圳,装修装饰,主板,20170320,20250307,8.97,2.8024,4.2939,0.79,,,4.0411,1.3824,1.5614,0.0,,13531.2808,12106.6733,7901.5055,121375.5888,108596.8595
002857.SZ,002857,三晖电气,河南,电器仪表,主板,20170323,20250307,14.2,2.1129,3.233,0.85,310.2964,,3.7742,5.6237,5.4068,0.2503,0.2503,12917.03,12800.0,8365.5353,183421.826,181760.0
002858.SZ,002858,力盛体育,上海,文教休闲,主板,20170324,20250307,12.35,7.3417,8.5895,1.07,,,3.4875,4.9965,4.3803,0.0,,16391.9838,14672.7138,12541.1838,202440.9999,181208.0154
002861.SZ,002861,瀛通通讯,湖北,元器件,主板,20170413,20250307,14.7,10.0473,14.0273,0.97,,,2.5476,3.6307,3.4264,0.8521,0.8521,18628.3962,15016.835,10756.0521,273837.4241,220747.4745
002863.SZ,002863,今飞凯达,浙江,汽车配件,主板,20170418,20250307,4.93,2.2396,3.793,1.06,40.0434,38.524,1.0772,0.6703,0.6437,0.3646,0.3646,59948.3554,59948.3554,35396.0706,295545.3921,295545.3921
002864.SZ,002864,盘龙药业,陕西,中成药,主板,20171116,20250307,26.78,2.8554,3.277,0.82,25.7733,24.5574,1.7766,2.9018,2.8998,0.8215,1.0076,10628.096,7370.1636,6422.0403,284620.4109,197372.9812
002868.SZ,002868,绿康生化,福建,农业综合,主板,20170503,20250307,15.74,1.9978,5.2151,1.02,,,9.5341,4.8249,4.208,0.0,,15541.5837,15286.659,5856.1223,244624.5274,240612.0127
002871.SZ,002871,伟隆股份,山东,机械基件,主板,20170511,20250307,9.97,1.6614,2.5943,0.59,18.6434,19.5356,2.8192,3.8346,3.8836,3.4335,3.4335,21931.1687,12072.7376,7731.2527,218653.7519,120365.1939
002873.SZ,002873,新天药业,贵州,中成药,主板,20170519,20250307,9.74,1.1042,1.6375,0.81,29.3995,43.8997,2.1061,2.4923,2.8333,0.6377,1.0335,24410.3806,23877.888,16101.5214,237757.107,232570.6291
002875.SZ,002875,安奈儿,深圳,服饰,主板,20170601,20250307,12.76,3.9526,6.2414,0.52,,,3.6537,3.3733,3.9179,0.0,,21300.4872,18242.0174,11552.4028,271794.2167,232768.142
002883.SZ,002883,中设股份,江苏,建筑工程,主板,20170620,20250307,11.18,3.5854,4.8537,0.74,40.8107,59.7242,2.5419,2.3568,2.6682,0.5814,0.5814,15615.7166,13625.9221,10065.3759,174583.7116,152337.8091
002887.SZ,002887,绿茵生态,天津,环境保护,主板,20170801,20250307,7.54,5.864,8.5297,1.8,20.3084,26.0901,1.0418,5.7629,5.7925,3.3156,3.3156,30598.6454,15950.0114,10965.2365,230713.7863,120263.086
002888.SZ,002888,惠威科技,广东,元器件,主板,20170721,20250307,18.15,4.5483,6.6826,1.51,,,7.0378,12.1777,11.5638,0.3682,0.3682,14961.168,7689.1288,5233.2837,271545.1992,139557.6877
002890.SZ,002890,弘宇股份,山东,农用机械,主板,20170802,20250307,10.66,0.657,1.1149,0.72,84.0674,91.8416,3.0627,4.9718,5.3912,0.7216,0.7216,16987.516,16148.4212,9516.1303,181086.9206,172142.17
002893.SZ,002893,京能热力,北京,供气供热,主板,20170915,20250307,10.76,4.0891,5.6209,1.1,54.1741,45.9379,2.441,2.6144,2.6139,0.7435,0.7435,26364.0,20277.8618,14751.7331,283676.64,218189.793
002898.SZ,002898,赛隆药业,广东,化学制药,主板,20170912,20250307,10.38,2.5832,4.1133,0.83,191.6237,1204.6677,3.4556,5.8813,6.0096,0.1927,0.1927,17600.0,10126.2561,6359.4096,182688.0,105110.5383
002903.SZ,002903,宇环数控,湖南,机床制造,主板,20171013,20250307,19.04,14.6748,17.3152,2.38,74.037,192.5043,3.7678,7.0571,6.693,1.0509,1.0509,15580.5,10408.6427,8821.4393,296652.72,198180.557
002905.SZ,002905,金逸影视,广东,影视音像,主板,20171016,20250307,7.29,1.9517,7.2493,1.35,205.5253,,57.0793,2.0085,2.5855,0.0,,37632.0,34944.0,9408.0,274337.28,254741.76
002909.SZ,002909,集泰股份,广东,化工原料,主板,20171026,20250307,5.52,1.4519,2.4913,0.64,210.2197,276.3928,2.2604,1.6157,1.6872,0.9071,0.9071,39000.0,38100.3758,22204.7939,215280.0,210314.0744
002910.SZ,002910,庄园牧场,甘肃,乳制品,主板,20171031,20250307,9.19,12.3031,23.2987,0.53,,,1.5861,1.8804,2.0189,0.0,,19553.9347,17106.195,9033.0835,179700.6599,157205.9321
002916.SZ,002916,深南电路,深圳,元器件,主板,20171213,20250307,131.19,2.137,5.9734,0.63,48.1251,34.0159,4.7296,4.9743,3.9314,0.686,0.686,51287.7535,51081.2039,18274.3369,6728440.3817,6701343.1396
002920.SZ,002920,德赛西威,广东,汽车配件,主板,20171226,20250307,122.5,1.1045,2.4003,1.04,43.9523,34.107,7.5926,3.1031,2.5739,0.6858,0.6858,55495.9434,55315.2478,25453.3592,6798253.0665,6776117.8555
002921.SZ,002921,联诚精密,山东,汽车配件,主板,20171227,20250307,13.76,5.2072,7.2602,0.73,369.5825,,1.7904,1.6313,1.6891,0.6761,0.6761,13088.5656,11043.7659,7920.7664,180098.6627,151962.2188
002938.SZ,002938,鹏鼎控股,深圳,元器件,主板,20180918,20250307,39.03,0.3394,1.246,0.74,27.5311,26.484,2.9749,2.8221,2.5784,1.2758,1.2758,231856.0816,230549.4013,62805.2023,9049342.8648,8998343.1327
002939.SZ,002939,长城证券,深圳,证券,主板,20181026,20250307,8.15,1.2832,3.5211,0.76,22.858,24.8394,1.1219,8.2382,8.9015,1.8773,1.8773,403442.6956,348762.2957,127098.8384,3288057.9691,2842412.71
002940.SZ,002940,昂利康,浙江,化学制药,主板,20181023,20250307,13.2,0.7304,1.2394,0.64,19.2438,33.916,1.7649,1.6378,1.7064,1.575,1.575,20172.8186,18527.5467,10919.1248,266281.2055,244563.6164
002942.SZ,002942,新农股份,浙江,农药化肥,主板,20181205,20250307,15.9,3.5171,10.5528,0.75,,92.0973,2.1078,3.0183,2.7088,1.2365,1.2365,15585.793,13720.8793,4572.9418,247814.1087,218161.9809
002945.SZ,002945,华林证券,西藏,证券,主板,20190117,20250307,15.43,0.6666,6.6656,0.86,1314.802,283.6035,6.2944,41.0434,32.589,0.0259,0.0259,270000.0,270000.0,27000.0,4166100.0,4166100.0
002948.SZ,002948,青岛银行,山东,银行,主板,20190116,20250307,4.14,0.775,1.2957,0.72,6.7904,5.6509,0.6419,1.932,1.7852,3.8647,3.8647,582035.4724,311225.8912,186154.1428,2409626.8557,1288475.1896
002963.SZ,002963,豪尔赛,北京,装修装饰,主板,20191028,20250307,11.75,1.908,3.4013,0.66,99.2138,153.6866,1.1519,3.2832,3.6424,0.0,,15035.993,12299.4048,6899.453,176672.9178,144518.0064
002966.SZ,002966,苏州银行,江苏,银行,主板,20190802,20250307,7.66,1.0256,1.264,0.56,6.6259,6.0149,0.7083,2.5689,2.4939,7.0946,7.0946,397955.7161,389803.0409,316301.1921,3048340.7853,2985891.2933
002968.SZ,002968,新大正,重庆,房产服务,主板,20191203,20250307,9.36,1.0998,2.2395,0.71,13.2267,15.0272,1.7564,0.6773,0.6208,3.0254,4.0869,22627.7783,21338.4008,10479.7082,211796.0049,199727.4315
002972.SZ,002972,科安达,深圳,运输设备,主板,20191227,20250307,11.33,4.8996,6.7336,1.64,44.8393,34.8422,2.3283,11.4,10.0599,3.9529,3.9529,24600.88,13313.7214,9687.4606,278727.9704,150844.4635
002976.SZ,002976,瑞玛精密,江苏,汽车配件,主板,20200306,20250307,22.88,3.2931,5.3629,1.23,53.6478,,3.4248,1.7579,1.7495,0.6528,0.6528,12117.15,6519.6375,4003.3375,277240.392,149169.306
002982.SZ,002982,湘佳股份,湖南,农业综合,主板,20200424,20250307,17.7,2.0522,2.7321,0.6,,,1.6185,0.6604,0.6351,0.0,1.1299,14513.8274,9274.3212,6966.5212,256894.745,164155.4852
002984.SZ,002984,森麒麟,山东,汽车配件,主板,20200911,20250307,24.04,1.5215,1.9709,0.91,18.1885,11.8481,2.013,3.1742,2.9492,2.0813,2.0813,103540.5642,70499.4915,54426.0533,2489115.1634,1694807.7757
002998.SZ,002998,优彩资源,江苏,化纤,主板,20200925,20250307,6.42,1.0969,1.7686,0.67,15.2913,17.0492,1.2693,0.8567,0.9594,0.7731,3.0923,32640.7395,24344.042,15098.2048,209553.5476,156288.7496
002999.SZ,002999,天禾股份,广东,批发业,主板,20200903,20250307,6.27,1.6862,2.6365,1.04,21.7595,42.4733,1.818,0.1405,0.1454,1.9139,1.9139,34759.2,34219.155,21885.155,217940.184,214554.1019
003003.SZ,003003,天元股份,广东,广告包装,主板,20200921,20250307,10.1,2.2968,2.9154,0.73,35.6199,25.4486,1.4052,1.2605,1.5103,0.9819,0.9819,17679.83,11610.3532,9146.8407,178566.283,117264.5673
003004.SZ,003004,声迅股份,北京,IT设备,主板,20201126,20250307,25.86,2.0853,4.2738,0.82,84.4426,146.2835,3.1072,7.5658,7.8005,0.7675,0.7675,8185.4452,6958.0927,3395.0771,211675.6129,179936.2772
003008.SZ,003008,开普检测,河南,电气设备,主板,20200923,20250307,21.39,5.9296,9.7969,1.76,37.838,26.0014,2.1226,11.6576,10.0505,2.7151,3.4164,10400.0,7784.8325,4711.8135,222456.0,166517.5672
003011.SZ,003011,海象新材,浙江,家居用品,主板,20200930,20250307,15.24,1.6894,2.2174,0.71,34.2807,,1.1468,0.9786,1.1423,3.8987,3.8987,10267.6,7769.6846,5919.4481,156478.224,118409.9933
003017.SZ,003017,大洋生物,浙江,化工原料,主板,20201026,20250307,21.1,2.0069,2.3969,0.93,35.4432,29.01,1.724,1.9277,2.0221,2.0691,2.0691,8400.0,6915.8463,5790.6573,177240.0,145924.3569
003018.SZ,003018,金富科技,广东,塑料,主板,20201106,20250307,9.81,0.9183,1.6398,0.57,22.9649,19.1529,1.6427,3.2977,2.9603,2.0387,2.0387,26000.0,13275.0275,7434.323,255060.0,130228.0198
003021.SZ,003021,兆威机电,深圳,元器件,主板,20201204,20250307,158.8,5.449,15.3981,0.73,212.0032,180.8201,12.0965,31.6302,26.3077,0.2466,0.2466,24020.35,20619.718,7296.834,3814431.58,3274411.2184
003023.SZ,003023,彩虹集团,四川,家用电器,主板,20201211,20250307,18.69,1.8299,3.7267,0.56,18.9375,17.1395,1.3058,1.5216,1.459,2.1402,2.1402,10534.16,10507.2344,5159.1901,196883.4504,196380.2109
003027.SZ,003027,同兴科技,安徽,环境保护,主板,20201218,20250307,15.53,3.2273,4.4749,0.88,79.4767,119.8882,1.2064,2.6189,3.1351,0.389,0.389,13072.32,10187.1397,7346.8307,203013.1296,158206.2795
003030.SZ,003030,祖名股份,浙江,食品,主板,20210106,20250307,16.22,2.7028,4.4769,0.48,50.0202,,2.0006,1.369,1.2482,0.9204,0.9204,12478.0,8099.8375,4889.95,202393.16,131379.3643
003036.SZ,003036,泰坦股份,浙江,纺织机械,主板,20210128,20250307,11.98,2.5011,9.0569,1.73,19.9142,28.2344,1.9106,1.848,1.7022,3.5052,3.5052,21604.0557,21604.0557,5966.0557,258816.5873,258816.5873
003042.SZ,003042,中农联合,山东,农药化肥,主板,20210406,20250307,14.9,2.5695,5.0584,0.97,,,1.4933,1.263,1.1457,0.0,,14248.0,12736.5745,6469.9245,212295.2,189774.9601
003816.SZ,003816,中国广核,深圳,新型电力,主板,20190826,20250307,3.64,0.2943,1.7203,0.89,17.1396,16.6976,1.5519,2.2267,2.1631,2.5824,2.5824,5049861.11,3933498.61,672983.2225,18381494.4404,14317934.9404
300001.SZ,300001,特锐德,山东,电气设备,创业板,20091030,20250307,24.1,1.3183,1.96,0.73,51.8016,35.5454,3.6833,1.7424,1.6216,0.4089,0.4089,105569.1713,102794.6095,69137.5814,2544217.0283,2477350.089
300002.SZ,300002,神州泰岳,北京,互联网,创业板,20091030,20250307,14.5,5.4121,5.4997,1.05,32.076,19.7575,4.0507,4.7729,4.4107,0.4128,0.4128,196256.4954,182062.9507,179162.5484,2845719.1833,2639912.7852
300003.SZ,300003,乐普医疗,北京,医疗保健,创业板,20091030,20250307,11.86,1.2952,1.7733,0.94,17.7269,31.5361,1.4313,2.795,3.4282,3.9206,3.9206,188061.1055,161603.6518,118036.1893,2230404.7112,1916619.3103
300012.SZ,300012,华测检测,深圳,电器仪表,创业板,20091030,20250307,13.22,3.5816,3.7936,1.72,24.4418,23.8126,3.2124,3.9694,3.6587,0.7528,0.7528,168282.8214,143176.9688,135174.1844,2224698.8989,1892799.5275
300014.SZ,300014,亿纬锂能,广东,电气设备,创业板,20091030,20250307,49.35,1.8507,2.834,0.6,24.9264,26.4669,2.7568,2.0695,2.1342,1.0107,1.0107,204572.1497,186143.4646,121556.2471,10095635.5877,9186179.978
300015.SZ,300015,爱尔眼科,湖南,医疗保健,创业板,20091030,20250307,13.74,0.9247,1.6791,0.83,38.1536,35.3099,6.2811,6.2921,6.2145,1.0884,1.0884,932701.4495,793095.9173,436768.7613,12815317.9161,10897137.9037
300017.SZ,300017,网宿科技,上海,软件服务,创业板,20091030,20250307,13.77,9.7285,11.232,1.4,54.9185,54.6195,3.4955,7.1555,7.0173,1.7996,1.7996,244519.1666,228741.6018,198122.6337,3367028.9241,3149771.8568
300024.SZ,300024,机器人,辽宁,专用机械,创业板,20091030,20250307,19.53,3.5753,4.8241,0.77,629.5151,1075.8198,7.0309,7.7085,7.6735,0.0,,156561.995,152302.7369,112875.5198,3057655.7624,2974472.4517
300030.SZ,300030,阳普医疗,广东,医疗保健,创业板,20091225,20250307,6.06,3.2567,4.1997,1.23,,,2.7535,2.9066,3.156,0.0,,30918.7315,27222.3363,21109.636,187367.5129,164967.358
300033.SZ,300033,同花顺,浙江,软件服务,创业板,20091225,20250307,312.5,5.1909,7.0984,1.25,92.1423,92.1423,21.0682,40.1262,40.1262,0.704,0.704,53760.0,27550.5581,20146.922,16800000.0,8609549.4063
300037.SZ,300037,新宙邦,深圳,化工原料,创业板,20100108,20250307,35.0,2.6158,2.9846,0.54,26.0971,28.8251,2.845,3.5257,3.4863,1.7085,1.7085,75388.3446,54609.1834,47862.0,2638592.061,1911321.419
300051.SZ,300051,琏升科技,江苏,综合类,创业板,20100211,20250307,6.9,2.2123,2.762,1.15,,,9.6807,10.4784,6.2657,0.0,,37197.669,36566.7415,29289.0649,256663.9161,252310.5164
300054.SZ,300054,鼎龙股份,湖北,化工原料,创业板,20100211,20250307,29.17,1.8057,1.9957,0.69,123.2826,64.846,6.3059,10.2619,8.499,0.0,,93828.2591,72817.4469,65885.4236,2736970.3179,2124084.9261
300058.SZ,300058,蓝色光标,北京,广告包装,创业板,20100226,20250307,10.99,40.1662,40.1662,4.41,238.1855,,3.4902,0.5278,0.4499,0.0896,0.0896,252680.3734,244959.5917,244959.5917,2776957.3037,2692105.9128
300059.SZ,300059,东方财富,上海,证券,创业板,20100319,20250307,23.41,2.9108,3.2305,0.96,45.1017,46.041,4.8028,95.0527,120.5701,0.1709,0.1709,1578554.2475,1335927.8683,1203726.1912,36953954.934,31274071.3969
300069.SZ,300069,金利华电,山西,电气设备,创业板,20100421,20250307,16.72,5.6211,9.8991,0.71,255.3506,80.8954,7.5487,10.6773,8.53,0.0,,11700.0,11700.0,6643.7463,195624.0,195624.0
300073.SZ,300073,当升科技,北京,电气设备,创业板,20100427,20250307,44.19,5.0644,6.5984,0.64,11.6316,24.9531,1.7011,1.4796,2.7602,1.7017,1.7017,50650.0774,50516.0676,38772.3415,2238226.9203,2232305.0272
300074.SZ,300074,华平股份,上海,软件服务,创业板,20100427,20250307,5.34,13.1566,15.5385,2.0,266.2881,,2.8534,5.4617,7.0633,0.0,,54358.32,54184.4569,45878.2791,290273.4288,289344.9998
300084.SZ,300084,海默科技,甘肃,专用机械,创业板,20100520,20250307,5.86,2.9913,3.3252,0.54,91.967,,2.0326,4.0203,4.3178,0.0,,51033.4717,34547.8164,31078.2012,299056.1442,202450.2041
300085.SZ,300085,银之杰,深圳,软件服务,创业板,20100526,20250307,37.78,6.7325,10.4126,1.11,,,44.2258,26.2986,29.6424,0.0,,70664.0535,63486.636,41048.5435,2669687.9412,2398525.1081
300086.SZ,300086,康芝药业,海南,化学制药,创业板,20100526,20250307,4.83,3.3164,4.6821,0.82,190.6572,,1.7578,2.9723,3.3733,0.0,,45512.4411,44078.7522,31221.1671,219825.0905,212900.3731
300093.SZ,300093,金刚光伏,甘肃,电气设备,创业板,20100708,20250307,12.13,5.8579,7.7969,0.71,,,,4.5139,10.1156,0.0,,21600.0,21541.1494,16184.1468,262008.0,261294.1422
300103.SZ,300103,达刚控股,陕西,专用机械,创业板,20100812,20250307,7.28,4.5508,5.4015,0.78,,,3.8497,9.092,11.2821,0.0,,31760.1,31733.8547,26735.8947,231213.528,231022.4622
300106.SZ,300106,西部牧业,新疆,乳制品,创业板,20100820,20250307,9.13,5.7932,9.9572,0.83,,,3.8612,1.7183,2.0321,0.0,,21133.231,21133.231,12295.4139,192946.399,192946.399
300112.SZ,300112,万讯自控,深圳,电器仪表,创业板,20100827,20250307,9.83,4.0706,4.5717,0.94,114.3322,,2.6036,2.5461,2.774,2.0346,2.0346,29194.5451,23767.8092,21162.7992,286982.3783,233637.5644
300115.SZ,300115,长盈精密,深圳,元器件,创业板,20100902,20250307,28.92,12.3819,18.4418,0.99,457.4765,51.0014,4.9206,2.8571,2.3175,0.0,,135570.6597,135178.4625,90759.6514,3920703.4785,3909361.1355
300122.SZ,300122,智飞生物,重庆,生物制药,创业板,20100928,20250307,25.01,1.2217,1.5823,0.85,7.4188,16.2238,1.9336,1.1314,1.6433,3.9984,3.9984,239378.9747,141430.816,109201.4785,5986868.1572,3537184.7082
300124.SZ,300124,汇川技术,深圳,电器仪表,创业板,20100928,20250307,76.7,1.0873,1.3532,0.63,43.5852,43.2707,7.6709,6.7941,5.7898,0.5829,0.5829,269458.9589,238675.7154,191781.5253,20667502.1476,18306427.3712
300126.SZ,300126,锐奇股份,上海,轻工机械,创业板,20101013,20250307,8.57,10.7633,15.8151,0.9,642.5543,,2.4471,5.1976,6.2087,0.1148,0.1148,30395.76,21043.2429,14321.4397,260491.6632,180340.5917
300132.SZ,300132,青松股份,福建,化工原料,创业板,20101026,20250307,5.67,2.8303,3.1214,0.59,,107.2125,2.2967,1.4872,1.5296,0.0,,51658.0886,50808.1284,46068.9239,292901.3624,288082.088
300136.SZ,300136,信维通信,深圳,元器件,创业板,20101105,20250307,26.09,5.0384,5.3438,1.19,48.4153,46.9807,3.5165,3.3446,3.0239,0.3833,0.3833,96756.8638,82456.7926,77744.2043,2524386.5765,2151297.7189
300141.SZ,300141,和顺电气,江苏,电气设备,创业板,20101112,20250307,9.01,2.8102,6.0637,0.97,331.6816,501.099,3.4248,6.7601,5.9642,0.1332,0.1332,25388.46,25266.9791,11710.0472,228750.0246,227655.4817
300144.SZ,300144,宋城演艺,浙江,旅游景点,创业板,20101209,20250307,8.92,1.2832,1.9572,0.81,,211.1581,2.9003,12.1445,10.0749,1.1201,1.1201,262267.044,235571.6516,154439.6355,2339422.0325,2101299.1323
300155.SZ,300155,安居宝,广东,IT设备,创业板,20110107,20250307,5.05,5.7942,8.1668,1.36,,,2.1998,7.8518,11.3961,0.0,,56122.7744,33034.7087,23437.6163,283420.0107,166825.2789
300157.SZ,300157,新锦动力,北京,专用机械,创业板,20110107,20250307,3.26,5.1933,6.2477,1.31,,,,3.6021,4.6683,0.0,,72548.8257,70358.9107,58483.8385,236509.1718,229370.0489
300164.SZ,300164,通源石油,陕西,石油开采,创业板,20110113,20250307,4.07,3.0651,3.4448,0.42,47.6341,311.7514,1.7512,2.3269,2.1659,0.0,,58845.8629,58321.0778,51892.7548,239502.662,237366.7866
300169.SZ,300169,天晟新材,江苏,塑料,创业板,20110125,20250307,7.38,6.6386,7.3511,0.98,,,27.2211,4.1896,4.1025,0.0,,32598.434,30173.5782,27249.0315,240576.4429,222681.0071
300170.SZ,300170,汉得信息,上海,软件服务,创业板,20110201,20250307,23.15,53.1077,56.7043,3.32,,324.5887,4.5658,7.6515,7.4,0.0861,0.0861,98484.5711,94759.4067,88749.1058,2279917.821,2193680.2651
300175.SZ,300175,朗源股份,山东,食品,创业板,20110215,20250307,5.98,5.0757,6.6741,0.9,,,4.9753,12.7833,11.7384,0.0,,47080.0,47080.0,35804.704,281538.4,281538.4
300176.SZ,300176,鸿特科技,广东,汽车配件,创业板,20110215,20250307,7.39,2.6217,3.7873,0.93,184.688,58.0188,3.0597,1.6872,1.6385,0.0,,38728.08,38728.08,26808.2764,286200.5112,286200.5112
300190.SZ,300190,维尔利,江苏,环境保护,创业板,20110316,20250307,3.17,0.8989,1.3732,0.82,,,0.7028,1.12,1.1936,0.3039,0.3039,78159.7732,77617.3629,50810.1373,247766.481,246047.0404
300195.SZ,300195,长荣股份,天津,轻工机械,创业板,20110329,20250307,6.93,16.6039,17.825,0.79,72.1314,76.6014,1.1025,1.8305,1.896,0.0,,42370.7756,31391.2481,29240.8231,293629.4749,217541.3493
300198.SZ,300198,纳川股份,福建,塑料,创业板,20110407,20250307,1.97,2.9372,3.6915,0.86,,,2.9999,5.1316,8.8983,0.0,,103154.854,102446.6411,81512.3582,203215.0624,201819.883
300207.SZ,300207,欣旺达,深圳,电气设备,创业板,20110421,20250307,23.66,2.0305,2.6495,0.62,40.5797,29.4136,1.8777,0.9124,0.8427,0.5077,0.5077,184580.6346,171168.5196,131179.3336,4367177.8146,4049847.1737
300220.SZ,300220,金运激光,湖北,专用机械,创业板,20110525,20250307,18.3,16.4783,31.5981,2.46,,,45.4333,10.0622,10.6027,0.0,,15120.0,15101.9348,7875.6333,276696.0,276365.4068
300223.SZ,300223,北京君正,北京,半导体,创业板,20110531,20250307,85.77,9.5026,12.7267,0.89,76.8802,87.277,3.4696,9.1161,9.5784,0.2332,0.2332,48156.9911,41959.0599,31329.4713,4130425.1266,3598828.5676
300229.SZ,300229,拓尔思,北京,软件服务,创业板,20110615,20250307,25.62,12.187,18.289,1.33,613.7823,385.6468,5.2504,28.6335,27.9973,0.1066,0.1066,87362.0932,79470.1252,52955.4676,2238216.8278,2036024.6076
300234.SZ,300234,开尔新材,浙江,陶瓷,创业板,20110622,20250307,4.75,2.0707,2.4418,1.18,32.1308,30.8085,2.0677,3.8864,4.0322,0.6316,0.6316,50317.109,34398.7044,29170.6158,239006.2678,163393.8459
300237.SZ,300237,美晨科技,山东,汽车配件,创业板,20110629,20250307,2.0,2.4344,3.3377,0.78,,,20.6748,1.7125,1.6595,0.0,,144191.493,144190.143,105166.7751,288382.986,288380.286
300240.SZ,300240,飞力达,江苏,仓储物流,创业板,20110706,20250307,6.5,2.7403,4.872,1.1,110.7647,1016.0351,1.6783,0.4807,0.3718,0.2303,0.2303,37156.295,36337.8879,20438.6776,241515.9175,236196.2714
300243.SZ,300243,瑞丰高材,山东,化工原料,创业板,20110712,20250307,10.35,4.0012,4.6363,0.55,30.3877,46.4283,2.4055,1.4595,1.3434,0.9662,0.9662,25042.6416,19069.5133,16457.3344,259191.3406,197369.4627
300246.SZ,300246,宝莱特,广东,医疗保健,创业板,20110719,20250307,7.34,3.9162,4.2738,0.81,,,1.5879,1.6265,1.8499,0.0,,26457.5527,21129.6322,19362.0026,194198.4368,155091.5003
300251.SZ,300251,光线传媒,北京,影视音像,创业板,20110803,20250307,23.18,6.0706,11.1752,0.87,162.7551,133.2776,7.6393,43.9957,33.2143,0.3,0.3,293360.8432,278722.3354,151407.406,6800104.3454,6460783.7346
